PARTKEY|NAME|MFGR|BRAND|TYPE|SIZE|CONTAINER|RETAILPRICE|COMMENT
36|chiffon tan forest moccasin dark|Manufacturer#2           |Brand#25  |SMALL BURNISHED COPPER|3|JUMBO CAN |4.00|no|
37|royal coral orange burnished navajo|Manufacturer#4           |Brand#45  |LARGE POLISHED TIN|48|JUMBO BOX |4.00|no|
38|seashell papaya white mint brown|Manufacturer#4           |Brand#43  |ECONOMY ANODIZED BRASS|11|SM JAR    |4.00|no|
39|rose medium floral salmon powder|Manufacturer#5           |Brand#53  |SMALL POLISHED TIN|43|JUMBO JAR |4.00|no|
40|lemon midnight metallic sienna steel|Manufacturer#2           |Brand#25  |ECONOMY BURNISHED COPPER|27|SM CASE   |4.00|no|
41|burlywood goldenrod pink peru sienna|Manufacturer#2           |Brand#23  |ECONOMY ANODIZED TIN|7|WRAP JAR  |4.00|no|
42|midnight turquoise lawn beige thistle|Manufacturer#5           |Brand#52  |MEDIUM BURNISHED TIN|45|LG BOX    |4.00|no|
43|medium lace midnight royal chartreuse|Manufacturer#4           |Brand#44  |PROMO POLISHED STEEL|5|WRAP CASE |5.00|no|
44|saddle cream wheat lemon burnished|Manufacturer#4           |Brand#45  |MEDIUM PLATED TIN|48|SM PACK   |5.00|no|
45|lawn peru ghost khaki maroon|Manufacturer#4           |Brand#43  |SMALL BRUSHED NICKEL|9|WRAP BAG  |5.00|no|
46|honeydew turquoise aquamarine spring tan|Manufacturer#1           |Brand#11  |STANDARD POLISHED TIN|45|WRAP CASE |5.00|no|
47|honeydew red azure magenta brown|Manufacturer#4           |Brand#45  |LARGE BURNISHED BRASS|14|JUMBO PACK|5.00|no|
48|slate thistle cornsilk pale forest|Manufacturer#5           |Brand#53  |STANDARD BRUSHED STEEL|27|JUMBO CASE|5.00|no|
49|light firebrick cyan puff blue|Manufacturer#2           |Brand#24  |SMALL BURNISHED TIN|31|MED DRUM  |5.00|no|
50|linen blanched tomato slate medium|Manufacturer#3           |Brand#33  |LARGE ANODIZED TIN|25|WRAP PKG  |5.00|no|
51|lime frosted indian dodger linen|Manufacturer#4           |Brand#45  |ECONOMY BURNISHED NICKEL|34|JUMBO PACK|5.00|no|
52|lemon midnight lace sky deep|Manufacturer#3           |Brand#35  |STANDARD BURNISHED TIN|25|WRAP CASE |6.00|no|
53|bisque rose cornsilk seashell purple|Manufacturer#2           |Brand#23  |ECONOMY BURNISHED NICKEL|32|MED BAG   |6.00|no|
54|blanched mint yellow papaya cyan|Manufacturer#2           |Brand#21  |LARGE BURNISHED COPPER|19|WRAP CASE |6.00|no|
55|sky cream deep tomato rosy|Manufacturer#2           |Brand#23  |ECONOMY BRUSHED COPPER|9|MED BAG   |6.00|no|
56|antique beige brown deep dodger|Manufacturer#1           |Brand#12  |MEDIUM PLATED STEEL|20|WRAP DRUM |6.00|no|
57|purple blue light sienna deep|Manufacturer#3           |Brand#32  |MEDIUM BURNISHED BRASS|49|MED PKG   |6.00|no|
58|linen hot cornsilk drab bisque|Manufacturer#5           |Brand#53  |STANDARD POLISHED TIN|44|LG PACK   |6.00|no|
59|misty brown medium mint salmon|Manufacturer#5           |Brand#53  |MEDIUM POLISHED TIN|2|LG BAG    |6.00|no|
60|snow spring sandy olive tomato|Manufacturer#1           |Brand#11  |LARGE POLISHED COPPER|27|JUMBO CASE|6.00|no|
61|light tan linen tomato peach|Manufacturer#5           |Brand#54  |SMALL BURNISHED NICKEL|18|WRAP DRUM |7.00|no|
62|tan cornsilk spring grey chocolate|Manufacturer#3           |Brand#35  |STANDARD BRUSHED BRASS|39|JUMBO BOX |7.00|no|
63|burnished puff coral light papaya|Manufacturer#3           |Brand#32  |STANDARD BURNISHED NICKEL|10|JUMBO CAN |7.00|no|
64|aquamarine coral lemon ivory gainsboro|Manufacturer#2           |Brand#21  |MEDIUM ANODIZED BRASS|1|JUMBO CAN |7.00|no|
65|slate drab medium puff gainsboro|Manufacturer#5           |Brand#53  |MEDIUM BRUSHED COPPER|3|MED CAN   |7.00|no|
66|cornflower pale almond lemon linen|Manufacturer#3           |Brand#35  |PROMO ANODIZED NICKEL|46|SM CASE   |7.00|no|
67|slate salmon rose spring seashell|Manufacturer#2           |Brand#21  |SMALL BRUSHED TIN|31|WRAP DRUM |7.00|no|
68|bisque ivory mint purple almond|Manufacturer#1           |Brand#11  |PROMO ANODIZED STEEL|10|WRAP BOX  |7.00|no|
69|lace burnished rosy antique metallic|Manufacturer#5           |Brand#52  |MEDIUM POLISHED BRASS|2|SM BOX    |7.00|no|
70|violet seashell firebrick dark navajo|Manufacturer#1           |Brand#11  |STANDARD BRUSHED STEEL|42|LG PACK   |8.00|no|
71|violet firebrick cream peru white|Manufacturer#3           |Brand#33  |STANDARD PLATED BRASS|26|WRAP DRUM |8.00|no|
72|hot spring yellow azure dodger|Manufacturer#2           |Brand#23  |STANDARD ANODIZED TIN|25|JUMBO PACK|8.00|no|
73|cream moccasin royal dim chiffon|Manufacturer#2           |Brand#21  |SMALL BRUSHED COPPER|35|WRAP DRUM |8.00|no|
74|frosted grey aquamarine thistle papaya|Manufacturer#5           |Brand#55  |ECONOMY ANODIZED BRASS|25|JUMBO CASE|8.00|no|
75|aquamarine maroon wheat salmon metallic|Manufacturer#3           |Brand#35  |SMALL BURNISHED NICKEL|39|SM JAR    |8.00|no|
76|rosy light lime puff sandy|Manufacturer#3           |Brand#34  |MEDIUM BRUSHED COPPER|9|SM PKG    |8.00|no|
77|mint bisque chiffon snow firebrick|Manufacturer#5           |Brand#52  |STANDARD BRUSHED COPPER|13|MED PKG   |8.00|no|
78|blush forest slate seashell puff|Manufacturer#1           |Brand#14  |ECONOMY POLISHED STEEL|24|LG JAR    |8.00|no|
79|gainsboro pink grey tan almond|Manufacturer#4           |Brand#45  |PROMO ANODIZED BRASS|22|JUMBO BAG |9.00|no|
80|tomato chartreuse coral turquoise linen|Manufacturer#4           |Brand#44  |PROMO PLATED BRASS|28|MED CAN   |9.00|no|
81|misty sandy cornsilk dodger blush|Manufacturer#5           |Brand#53  |ECONOMY BRUSHED TIN|21|MED BAG   |9.00|no|
82|khaki tomato purple almond tan|Manufacturer#1           |Brand#15  |ECONOMY POLISHED TIN|12|WRAP BOX  |9.00|no|
83|blush green dim lawn peru|Manufacturer#1           |Brand#12  |PROMO BURNISHED NICKEL|47|SM CAN    |9.00|no|
84|salmon floral cream rose dark|Manufacturer#4           |Brand#45  |SMALL ANODIZED NICKEL|26|JUMBO PACK|9.00|no|
85|dim deep aquamarine smoke pale|Manufacturer#5           |Brand#55  |PROMO ANODIZED NICKEL|16|LG BAG    |9.00|no|
86|green blanched firebrick dim cream|Manufacturer#4           |Brand#44  |STANDARD PLATED TIN|37|LG CASE   |9.00|no|
87|purple lace seashell antique orange|Manufacturer#4           |Brand#41  |LARGE PLATED STEEL|41|WRAP PACK |9.00|no|
88|lime orange bisque chartreuse lemon|Manufacturer#4           |Brand#44  |PROMO PLATED COPPER|16|SM CASE   |10.00|no|
89|ghost lace lemon sienna saddle|Manufacturer#5           |Brand#53  |STANDARD BURNISHED STEEL|7|MED JAR   |10.00|no|
90|hot rosy violet plum pale|Manufacturer#5           |Brand#51  |ECONOMY POLISHED STEEL|49|JUMBO CAN |10.00|no|
91|misty bisque lavender spring turquoise|Manufacturer#2           |Brand#21  |STANDARD BRUSHED TIN|32|JUMBO PKG |10.00|no|
92|blush magenta ghost tomato rose|Manufacturer#2           |Brand#22  |STANDARD ANODIZED TIN|35|JUMBO PKG |10.00|no|
93|pale yellow cornsilk dodger moccasin|Manufacturer#2           |Brand#24  |LARGE ANODIZED TIN|2|WRAP DRUM |10.00|no|
94|blanched pink frosted mint snow|Manufacturer#3           |Brand#35  |STANDARD POLISHED BRASS|32|SM BOX    |10.00|no|
95|dodger beige wheat orchid navy|Manufacturer#3           |Brand#33  |LARGE BRUSHED TIN|36|WRAP DRUM |10.00|no|
96|chocolate light firebrick rose indian|Manufacturer#5           |Brand#53  |STANDARD BRUSHED STEEL|32|SM CASE   |10.00|no|
97|coral dodger beige black chartreuse|Manufacturer#3           |Brand#33  |MEDIUM POLISHED BRASS|49|WRAP CAN  |11.00|no|
98|frosted peru chiffon yellow aquamarine|Manufacturer#5           |Brand#54  |STANDARD ANODIZED BRASS|22|MED JAR   |11.00|no|
99|mint grey purple sienna metallic|Manufacturer#2           |Brand#21  |SMALL BURNISHED STEEL|11|JUMBO PKG |11.00|no|
100|cyan orchid indian cornflower saddle|Manufacturer#3           |Brand#33  |ECONOMY ANODIZED TIN|4|LG BAG    |11.00|no|
101|powder deep lavender violet gainsboro|Manufacturer#3           |Brand#32  |LARGE ANODIZED STEEL|26|JUMBO JAR |11.00|no|
102|papaya maroon blush powder sky|Manufacturer#3           |Brand#31  |MEDIUM BURNISHED BRASS|17|SM DRUM   |11.00|no|
103|navy sky spring orchid forest|Manufacturer#2           |Brand#25  |MEDIUM PLATED BRASS|45|WRAP DRUM |11.00|no|
104|plum cyan cornflower midnight royal|Manufacturer#1           |Brand#13  |MEDIUM ANODIZED STEEL|36|JUMBO BAG |11.00|no|
105|dodger slate pale mint navajo|Manufacturer#1           |Brand#15  |SMALL POLISHED COPPER|27|LG DRUM   |11.00|no|
106|cornsilk bisque seashell lemon frosted|Manufacturer#3           |Brand#31  |MEDIUM PLATED BRASS|28|WRAP DRUM |11.00|no|
107|violet honeydew bisque sienna orchid|Manufacturer#5           |Brand#53  |SMALL BURNISHED TIN|12|MED BOX   |12.00|no|
108|bisque peach magenta tomato yellow|Manufacturer#1           |Brand#12  |PROMO PLATED NICKEL|41|MED PKG   |12.00|no|
109|lemon black indian cornflower pale|Manufacturer#3           |Brand#33  |ECONOMY POLISHED TIN|11|LG PACK   |12.00|no|
110|firebrick navy rose beige black|Manufacturer#3           |Brand#33  |STANDARD BURNISHED COPPER|46|LG DRUM   |12.00|no|
111|orange cornflower mint snow peach|Manufacturer#5           |Brand#54  |LARGE BRUSHED COPPER|28|JUMBO JAR |12.00|no|
112|hot aquamarine tomato lace indian|Manufacturer#4           |Brand#43  |PROMO BRUSHED STEEL|42|JUMBO CAN |12.00|no|
113|almond seashell azure blanched light|Manufacturer#3           |Brand#31  |PROMO POLISHED TIN|23|LG CAN    |12.00|no|
114|pink black blanched lace chartreuse|Manufacturer#5           |Brand#51  |MEDIUM POLISHED NICKEL|41|MED PACK  |12.00|no|
115|spring chiffon cream orchid dodger|Manufacturer#4           |Brand#45  |STANDARD POLISHED STEEL|24|MED CAN   |12.00|no|
116|goldenrod black slate forest red|Manufacturer#5           |Brand#53  |PROMO POLISHED NICKEL|33|SM PACK   |13.00|no|
117|tomato honeydew pale red yellow|Manufacturer#1           |Brand#14  |SMALL BRUSHED TIN|25|LG BAG    |13.00|no|
118|ghost plum brown coral cornsilk|Manufacturer#2           |Brand#25  |PROMO ANODIZED TIN|31|MED PACK  |13.00|no|
119|olive metallic slate peach green|Manufacturer#4           |Brand#43  |LARGE POLISHED STEEL|30|WRAP CASE |13.00|no|
120|pink powder mint moccasin navajo|Manufacturer#1           |Brand#14  |SMALL ANODIZED NICKEL|45|WRAP JAR  |13.00|no|
121|bisque royal goldenrod medium thistle|Manufacturer#1           |Brand#14  |ECONOMY BRUSHED COPPER|13|SM PKG    |13.00|no|
122|gainsboro royal forest dark lace|Manufacturer#2           |Brand#21  |MEDIUM ANODIZED TIN|8|LG DRUM   |13.00|no|
123|deep dim peach light beige|Manufacturer#1           |Brand#12  |SMALL BURNISHED TIN|31|JUMBO PKG |13.00|no|
124|wheat blush forest metallic navajo|Manufacturer#3           |Brand#32  |PROMO ANODIZED STEEL|1|LG BOX    |13.00|no|
125|mint ivory saddle peach midnight|Manufacturer#1           |Brand#12  |STANDARD BRUSHED BRASS|17|WRAP BAG  |14.00|no|
126|burnished black blue metallic orchid|Manufacturer#4           |Brand#45  |MEDIUM BRUSHED NICKEL|4|LG BAG    |14.00|no|
127|royal coral orchid spring sky|Manufacturer#5           |Brand#52  |SMALL BURNISHED NICKEL|14|LG JAR    |14.00|no|
128|dark burlywood burnished snow sky|Manufacturer#2           |Brand#22  |PROMO PLATED TIN|5|SM BAG    |14.00|no|
129|grey spring chiffon thistle lime|Manufacturer#1           |Brand#15  |LARGE POLISHED TIN|20|SM JAR    |14.00|no|
130|gainsboro powder cyan pale rosy|Manufacturer#2           |Brand#23  |SMALL PLATED NICKEL|26|LG BOX    |14.00|no|
131|tomato moccasin cyan brown goldenrod|Manufacturer#5           |Brand#52  |STANDARD ANODIZED BRASS|43|MED DRUM  |14.00|no|
132|seashell papaya tomato lime hot|Manufacturer#4           |Brand#45  |STANDARD BURNISHED BRASS|2|WRAP DRUM |14.00|no|
133|firebrick black dodger pink salmon|Manufacturer#1           |Brand#13  |SMALL BRUSHED NICKEL|19|LG PKG    |14.00|no|
134|steel beige mint maroon indian|Manufacturer#4           |Brand#42  |SMALL POLISHED STEEL|35|SM PKG    |15.00|no|
135|thistle chocolate ghost gainsboro peru|Manufacturer#2           |Brand#21  |MEDIUM BURNISHED STEEL|24|JUMBO CASE|15.00|no|
136|cornsilk maroon blanched thistle rosy|Manufacturer#2           |Brand#22  |SMALL PLATED STEEL|2|WRAP BAG  |15.00|no|
137|cornsilk drab ghost sandy royal|Manufacturer#3           |Brand#31  |ECONOMY PLATED STEEL|25|MED PACK  |15.00|no|
138|dark aquamarine tomato medium puff|Manufacturer#1           |Brand#13  |ECONOMY BURNISHED COPPER|42|JUMBO DRUM|15.00|no|
139|floral steel burlywood navy cream|Manufacturer#3           |Brand#32  |MEDIUM BRUSHED STEEL|7|SM BOX    |15.00|no|
140|aquamarine lavender maroon slate hot|Manufacturer#5           |Brand#53  |STANDARD PLATED STEEL|45|SM BOX    |15.00|no|
141|honeydew magenta tomato spring medium|Manufacturer#3           |Brand#35  |STANDARD ANODIZED STEEL|23|SM PKG    |15.00|no|
142|chartreuse linen grey slate saddle|Manufacturer#5           |Brand#55  |STANDARD ANODIZED BRASS|36|MED JAR   |15.00|no|
143|bisque dodger blanched steel maroon|Manufacturer#3           |Brand#34  |ECONOMY PLATED TIN|44|MED BAG   |16.00|no|
144|hot midnight orchid dim steel|Manufacturer#1           |Brand#14  |SMALL ANODIZED TIN|26|SM BOX    |16.00|no|
145|navajo lavender chocolate deep hot|Manufacturer#5           |Brand#53  |PROMO BRUSHED COPPER|24|SM BAG    |16.00|no|
146|azure smoke mint cream burlywood|Manufacturer#3           |Brand#34  |STANDARD BRUSHED COPPER|11|WRAP PACK |16.00|no|
147|honeydew orange dodger linen lace|Manufacturer#1           |Brand#11  |MEDIUM PLATED COPPER|29|JUMBO PKG |16.00|no|
148|yellow white ghost lavender salmon|Manufacturer#3           |Brand#31  |STANDARD PLATED STEEL|20|SM BOX    |16.00|no|
149|tan thistle frosted indian lawn|Manufacturer#2           |Brand#24  |MEDIUM BURNISHED NICKEL|6|MED PKG   |16.00|no|
150|pale rose navajo firebrick aquamarine|Manufacturer#3           |Brand#35  |LARGE BRUSHED TIN|21|SM BAG    |16.00|no|
151|chartreuse linen violet ghost thistle|Manufacturer#3           |Brand#34  |LARGE PLATED BRASS|45|MED CAN   |16.00|no|
152|white sky antique tomato chartreuse|Manufacturer#5           |Brand#53  |MEDIUM POLISHED STEEL|48|MED CASE  |17.00|no|
153|linen frosted slate coral peru|Manufacturer#1           |Brand#11  |STANDARD PLATED TIN|20|MED BAG   |17.00|no|
154|peru moccasin peach pale spring|Manufacturer#1           |Brand#11  |ECONOMY ANODIZED TIN|1|JUMBO BAG |17.00|no|
155|puff yellow cyan tomato purple|Manufacturer#2           |Brand#21  |SMALL BRUSHED NICKEL|28|WRAP CASE |17.00|no|
156|almond ghost powder blush forest|Manufacturer#4           |Brand#43  |SMALL POLISHED NICKEL|2|LG PKG    |17.00|no|
157|navajo linen coral brown forest|Manufacturer#1           |Brand#11  |ECONOMY ANODIZED STEEL|26|JUMBO PACK|17.00|no|
158|magenta light misty navy honeydew|Manufacturer#4           |Brand#45  |MEDIUM BURNISHED COPPER|47|LG JAR    |17.00|no|
159|white orange antique beige aquamarine|Manufacturer#4           |Brand#43  |SMALL ANODIZED BRASS|46|SM BAG    |17.00|no|
160|frosted cornflower khaki salmon metallic|Manufacturer#5           |Brand#55  |STANDARD POLISHED COPPER|47|JUMBO CAN |17.00|no|
161|metallic khaki navy forest cyan|Manufacturer#2           |Brand#22  |STANDARD PLATED TIN|17|SM PACK   |18.00|no|
162|burlywood cornflower aquamarine misty snow|Manufacturer#3           |Brand#33  |MEDIUM ANODIZED COPPER|35|JUMBO PACK|18.00|no|
163|blush metallic maroon lawn forest|Manufacturer#2           |Brand#21  |ECONOMY PLATED TIN|34|WRAP DRUM |18.00|no|
164|orange cyan magenta navajo indian|Manufacturer#2           |Brand#23  |LARGE PLATED BRASS|35|JUMBO BAG |18.00|no|
165|white dim cornflower sky seashell|Manufacturer#1           |Brand#15  |STANDARD PLATED STEEL|24|SM CAN    |18.00|no|
166|linen bisque tomato gainsboro goldenrod|Manufacturer#5           |Brand#52  |LARGE POLISHED COPPER|4|MED BAG   |18.00|no|
167|almond floral grey dim sky|Manufacturer#3           |Brand#32  |LARGE ANODIZED STEEL|46|WRAP BOX  |18.00|no|
168|lace gainsboro burlywood smoke tomato|Manufacturer#1           |Brand#13  |SMALL BRUSHED COPPER|20|JUMBO DRUM|18.00|no|
169|bisque misty sky cornflower peach|Manufacturer#5           |Brand#55  |STANDARD POLISHED BRASS|10|JUMBO CASE|18.00|no|
170|peru grey blanched goldenrod yellow|Manufacturer#3           |Brand#33  |LARGE POLISHED COPPER|28|LG DRUM   |18.00|no|
171|beige violet black magenta chartreuse|Manufacturer#1           |Brand#11  |STANDARD BURNISHED COPPER|40|LG JAR    |19.00|no|
172|medium goldenrod linen sky coral|Manufacturer#5           |Brand#53  |PROMO PLATED NICKEL|28|MED CASE  |19.00|no|
173|chartreuse seashell powder navy grey|Manufacturer#1           |Brand#12  |ECONOMY BURNISHED TIN|17|LG CASE   |19.00|no|
174|hot cornflower slate saddle pale|Manufacturer#1           |Brand#15  |ECONOMY BRUSHED COPPER|25|LG CASE   |19.00|no|
175|magenta blue chartreuse tan green|Manufacturer#1           |Brand#11  |PROMO ANODIZED TIN|45|JUMBO JAR |19.00|no|
176|pink drab ivory papaya grey|Manufacturer#2           |Brand#24  |SMALL ANODIZED STEEL|40|MED CAN   |19.00|no|
177|indian turquoise purple green spring|Manufacturer#2           |Brand#21  |MEDIUM BRUSHED STEEL|42|LG BAG    |19.00|no|
178|lace blanched magenta yellow almond|Manufacturer#1           |Brand#13  |STANDARD POLISHED TIN|10|LG JAR    |19.00|no|
179|deep puff brown blue burlywood|Manufacturer#4           |Brand#43  |ECONOMY BRUSHED STEEL|20|LG JAR    |19.00|no|
180|seashell maroon lace burnished lavender|Manufacturer#3           |Brand#33  |STANDARD BURNISHED NICKEL|7|WRAP BAG  |20.00|no|
181|antique plum smoke pink dodger|Manufacturer#2           |Brand#24  |MEDIUM PLATED STEEL|19|WRAP CAN  |20.00|no|
182|beige cyan burlywood chiffon light|Manufacturer#3           |Brand#31  |MEDIUM ANODIZED COPPER|11|JUMBO CAN |20.00|no|
183|ivory white burnished papaya cornflower|Manufacturer#5           |Brand#52  |PROMO POLISHED STEEL|35|LG PKG    |20.00|no|
184|ghost honeydew cyan lawn powder|Manufacturer#5           |Brand#53  |SMALL POLISHED TIN|42|LG BOX    |20.00|no|
185|firebrick black ivory spring medium|Manufacturer#4           |Brand#44  |ECONOMY POLISHED TIN|4|WRAP BAG  |20.00|no|
186|grey purple chocolate turquoise plum|Manufacturer#2           |Brand#23  |ECONOMY BRUSHED TIN|15|JUMBO PKG |20.00|no|
187|white red lace deep pale|Manufacturer#4           |Brand#45  |PROMO ANODIZED BRASS|45|MED CAN   |20.00|no|
188|moccasin steel rosy drab white|Manufacturer#5           |Brand#54  |ECONOMY ANODIZED BRASS|9|MED CAN   |20.00|no|
189|dodger moccasin lemon purple thistle|Manufacturer#2           |Brand#22  |MEDIUM BRUSHED BRASS|13|WRAP DRUM |21.00|no|
190|chartreuse goldenrod midnight cornflower blush|Manufacturer#5           |Brand#53  |LARGE BURNISHED NICKEL|23|WRAP BAG  |21.00|no|
191|mint midnight puff forest peach|Manufacturer#3           |Brand#31  |MEDIUM POLISHED BRASS|36|WRAP BOX  |21.00|no|
192|thistle puff pink cream orange|Manufacturer#3           |Brand#34  |STANDARD BRUSHED COPPER|17|MED BAG   |21.00|no|
193|turquoise lime royal metallic azure|Manufacturer#4           |Brand#45  |ECONOMY BURNISHED BRASS|31|SM PKG    |21.00|no|
194|brown black cream navy plum|Manufacturer#5           |Brand#51  |ECONOMY POLISHED STEEL|7|SM CAN    |21.00|no|
195|bisque sienna hot goldenrod khaki|Manufacturer#4           |Brand#41  |STANDARD BRUSHED NICKEL|40|MED CASE  |21.00|no|
196|pale peru linen hot maroon|Manufacturer#3           |Brand#33  |SMALL BURNISHED NICKEL|3|JUMBO JAR |21.00|no|
197|lawn lemon khaki rosy blue|Manufacturer#5           |Brand#52  |SMALL ANODIZED COPPER|18|SM JAR    |21.00|no|
198|orange cornflower indian aquamarine white|Manufacturer#4           |Brand#41  |PROMO BRUSHED NICKEL|43|SM PACK   |22.00|no|
199|ivory slate lavender tan royal|Manufacturer#3           |Brand#31  |ECONOMY PLATED STEEL|23|JUMBO DRUM|22.00|no|
200|peach cornsilk navy rosy red|Manufacturer#5           |Brand#54  |MEDIUM POLISHED BRASS|22|LG PKG    |22.00|no|
201|dodger white chiffon moccasin green|Manufacturer#4           |Brand#42  |SMALL POLISHED STEEL|18|JUMBO BAG |22.00|no|
202|brown violet turquoise frosted navajo|Manufacturer#4           |Brand#45  |MEDIUM BRUSHED COPPER|49|MED DRUM  |22.00|no|
203|beige cornflower gainsboro chiffon wheat|Manufacturer#5           |Brand#55  |STANDARD ANODIZED STEEL|42|MED BAG   |22.00|no|
204|floral powder deep linen hot|Manufacturer#5           |Brand#54  |LARGE BURNISHED COPPER|22|SM JAR    |22.00|no|
205|navajo bisque gainsboro forest coral|Manufacturer#5           |Brand#54  |ECONOMY PLATED NICKEL|2|JUMBO DRUM|22.00|no|
206|chiffon coral wheat peru lavender|Manufacturer#2           |Brand#25  |LARGE ANODIZED NICKEL|23|JUMBO CAN |22.00|no|
207|blush chocolate light coral midnight|Manufacturer#3           |Brand#35  |STANDARD PLATED COPPER|48|MED CAN   |23.00|no|
208|medium pink metallic honeydew ghost|Manufacturer#3           |Brand#35  |LARGE PLATED COPPER|5|MED PACK  |23.00|no|
209|sky plum pink lavender firebrick|Manufacturer#1           |Brand#11  |ECONOMY PLATED STEEL|6|MED CAN   |23.00|no|
210|white sky mint chiffon blanched|Manufacturer#3           |Brand#32  |ECONOMY BURNISHED TIN|5|LG JAR    |23.00|no|
211|turquoise forest orchid cream blue|Manufacturer#3           |Brand#32  |MEDIUM ANODIZED NICKEL|43|LG PKG    |23.00|no|
212|light sandy white bisque burlywood|Manufacturer#5           |Brand#53  |PROMO BRUSHED BRASS|42|JUMBO BOX |23.00|no|
